id,"nama_dosen",jabatanfungsional_id,"url",programstudi_id,perguruantinggi_id
126,"Achmad Nizar Hidayanto",1,"https://forlap.ristekdikti.go.id/dosen/detail/NDk2MzcyOTEtMTQ0MC00NUI3LThEQkQtOUI2NERGRDdGQjEx",9,19
127,"Agus Zainal Arifin",1,"https://forlap.ristekdikti.go.id/dosen/detail/QkVGMEU0RkMtQzFEQy00Q0E5LUI3NTQtRTNDNzUwMzQ0QkNE",7,10
128,"Adhatus Solichah Ahmadiyah",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/NTU5QTJGNUYtNUYyNi00OUQ4LUFFRDktREVGNDIxRUQzNDA5",4,10
129,"Addin Suwastono",4,"https://forlap.ristekdikti.go.id/dosen/detail/RkFEQzhENUMtQjlDRi00MTVFLTg3QzgtMjBCMjNDOTNDOEIz",9,73
130,"Afiahayati",2,"https://forlap.ristekdikti.go.id/dosen/detail/N0E2QUQyN0YtMUFGNi00RUY2LTgxMDYtRTU2NTNGODNBMDE2",10,73
131,"Agfianto Eko Putra",2,"https://forlap.ristekdikti.go.id/dosen/detail/QUU4NjlBOTUtQTUyNi00Qjg5LUExQTMtMjhEODVEMTc3MzdE",11,73
132,"Agus Harjoko",1,"https://forlap.ristekdikti.go.id/dosen/detail/NjI1MTkwNzYtODc0OS00N0M3LUFBRTMtMUY4ODA1NjQ3MDc4",11,73
133,"Agus Sihabuddin",4,"https://forlap.ristekdikti.go.id/dosen/detail/NjA4NDI2QzgtNkYwOC00OUVFLTg4QTUtNUUwQTJGODJFODEy",7,73
134,"Aina Musdholifah",2,"https://forlap.ristekdikti.go.id/dosen/detail/OTIxODhBMzUtMEEzQy00OTVELUIzMjEtN0U4OUQyRjY4MTJD",10,73
135,"Anifuddin Azis",2,"https://forlap.ristekdikti.go.id/dosen/detail/RURFM0EwMkMtQTgzRC00QjIzLUE0NUQtMjZDMkIxN0RCNTM4",7,73
136,"Anindita Suryarasmi",4,"https://forlap.ristekdikti.go.id/dosen/detail/NzREMjAxRkMtRDA1Mi00QjE5LUI2NTktN0RFMzhBMUI0MzBC",12,73
137,"Anny Kartika Sari",4,"https://forlap.ristekdikti.go.id/dosen/detail/Mjg4NzMxNkMtQjA1MS00MjA3LUFGMUItMkM4RjM5QTI5NkE1",7,73
138,"Ariesta Martiningtyas Handayani",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/MUJGRjE1MUUtMzEwMy00RERDLUJDNzgtQ0JCODRCNDVBQUIx",12,73
139,"Arif Nurwidyantoro",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/QkY2RjI5ODYtMjRBNC00RTY1LTg4OTMtMkZDRkQzM0Q5MDFF",7,73
140,"Azhari",1,"https://forlap.ristekdikti.go.id/dosen/detail/MTdBNDUyRjQtMzY3QS00NjVBLUJEOTktRDFBRENEOUIyMEY0",10,73
141,"Bimo Sunarfri Hantono",2,"https://forlap.ristekdikti.go.id/dosen/detail/MzMyMjQzODQtRUUwQi00RUY1LUI1NjctQTY4RUMyQkU4MjlC",9,73
142,"Danang Lelono",2,"https://forlap.ristekdikti.go.id/dosen/detail/NDEwNjEyMTAtMTBDNC00RkZGLTgyMEUtQzYwOTQ3NzIzMjQ5",10,73
143,"Dani Adhipta",4,"https://forlap.ristekdikti.go.id/dosen/detail/NzY5ODVGOUItQTg0MS00QkM3LTk3M0QtMzg0MzE3Q0REMjM2",9,73
144,"Divi Galih Prasetyo Putri",4,"https://forlap.ristekdikti.go.id/dosen/detail/RjA4N0NGN0MtNEJBMi00NEUyLTk2MDMtMzlGNzZBMTMyMjJG",12,73
145,"Edi Winarko",1,"https://forlap.ristekdikti.go.id/dosen/detail/Qzk5ODg1NEYtNTU3Qi00MTZCLTlDOEItNzYxNkMyNzFFQTVF",11,73
146,"Enas Dhuhri Kusuma",5,"https://forlap.ristekdikti.go.id/dosen/detail/N0RCMTVFQzItQTE2Qy00NzIxLUFCMTktMDQxNUIyQzcxMUYy",9,73
147,"Endro Purnomo",5,"https://forlap.ristekdikti.go.id/dosen/detail/QjI1NUQ1MTMtQzhCQy00REQ0LTlBQzYtNjJGOEUxQkNBNTBD",12,73
148,"Faizah",5,"https://forlap.ristekdikti.go.id/dosen/detail/ODY0NzdDODUtRTMyNi00NzcwLTkzQTgtMEVGMzlCMkYwMTAz",7,73
149,"Faizal Makhrus",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/QzA4MTlDRjItM0IyOS00NzlELUJEMkEtRkVFQjg0NDVBMTU5",10,73
150,"Guntur Budi Herwanto",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/MjgwNUI0MTAtRjYyQS00MTc1LUExMUEtMDkzMTA4QUU4NzRG",7,73
151,"I Gede Mujiyatna",4,"https://forlap.ristekdikti.go.id/dosen/detail/QURGQTFCQUQtQzI5NS00N0FGLUEzMjUtMjlBQTE3RDQ2MkE1",7,73
152,"Imam Fahrurrozi",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/MzJFODIwOTktRjVDQS00RjNFLThGOTUtNDhDMjQ2NjBBNkNC",12,73
153,"Indriana Hidayah",2,"https://forlap.ristekdikti.go.id/dosen/detail/NUNDOTQzQjQtODU4NS00M0U5LUE0RTMtNDNDQUIwNDg5QkQw",9,73
154,"Irkham Huda",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/MEM3NDRFM0YtRDgyNS00NTJGLTk4MDQtOTFEMDNEN0VCQjJG",12,73
155,"Isna Alfi Bustoni",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/RDZEQUZBQUUtNTY1RC00OTFCLUJENkQtNzZFRjA3MjRBMEZE",7,73
156,"Janoe Hendarto",4,"https://forlap.ristekdikti.go.id/dosen/detail/MThBMTBCNzEtNEE0My00OTEzLTk4QTMtMjcyMjc0QzIwRTQ0",7,73
157,"Jazi Eko Istiyanto",3,"https://forlap.ristekdikti.go.id/dosen/detail/OTQ0MkQ5REYtNjU0Mi00RjA4LTgyQUQtMzQ2RDVDMDBGMkMx",11,73
158,"Lukman Awaludin",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/RDA4RTA1MDgtOEMxQy00MDlELTg4NEItQzk1RTM1MUY1MzFE",7,73
159,"Lukman Heryawan",5,"https://forlap.ristekdikti.go.id/dosen/detail/QTU3QjIyM0EtOTYyRi00MzFCLUFENTEtODE4Q0YxNDM4OEM5",7,73
160,"Marcus Nurtiantara Aji",4,"https://forlap.ristekdikti.go.id/dosen/detail/NzkwREU4OTQtNkMzNy00MUY3LTg0ODMtQTBENkREQjJFRjk4",9,73
161,"Mardhani Riasetiawan",5,"https://forlap.ristekdikti.go.id/dosen/detail/OTcxMkEyODEtRkQ1NC00RThBLUFEMTAtRDlDMTc3RUQyMkU3",7,73
162,"Mhd. Reza M.I. Pulungan",1,"https://forlap.ristekdikti.go.id/dosen/detail/NDk4QUE0OTktRUE2Qi00Qjg2LUJBRDAtNzhCRTYzMzRBNkFF",11,73
163,"Medi",2,"https://forlap.ristekdikti.go.id/dosen/detail/MjRCNzI5QTMtRjFDRi00RTUxLTkxOEQtOTE2MUYyMDlCNjAy",7,73
164,"Mohammad Edi Wibowo",5,"https://forlap.ristekdikti.go.id/dosen/detail/NEQyRTFGODAtNUVGRi00QkZELTlFMDMtNUNCQTlFQzRFQjkw",10,73
165,"Muhammad Fakhrurrifqi",4,"https://forlap.ristekdikti.go.id/dosen/detail/M0E0RDAwRjctMUJGOC00MzRCLTlCQTgtQkY5MDg5NDRDODhC",12,73
166,"Muhammad Nur Rizal",4,"https://forlap.ristekdikti.go.id/dosen/detail/RTFDNURFMjUtOEIxNy00QTAwLTlBMDAtQUQyQTQ5Qjc2NjUw",9,73
167,"Raden Rara Ruri Indirasari",5,"https://forlap.ristekdikti.go.id/dosen/detail/Qjc1MEU1REYtM0EyMi00NEQ5LTlBRDctODUwOEFGRDNDQzUx",7,73
168,"Ahmad Muklason",4,"https://forlap.ristekdikti.go.id/dosen/detail/M0NFNkI4RTAtQjI0MS00NEVBLUI5RTEtODVBNjFENUYxNDZG",8,10
169,"Ahmad Hoirul Basori",4,"https://forlap.ristekdikti.go.id/dosen/detail/QkM1RUMyNzgtMTY1My00RTJBLUIxMTQtMEY0REZCODMyMEU1",4,10
170,"Ahmad Saikhu",1,"https://forlap.ristekdikti.go.id/dosen/detail/QzNDRTFBM0MtQUVDNy00MzVELUFBOEItNjRGNjg5RDkyN0FG",4,10
171,"Amalia Utamima",5,"https://forlap.ristekdikti.go.id/dosen/detail/QTI1QUVGNEMtRkJERi00RkRDLUE5RUMtRDVCNTcxRjRFNTU1",8,10
172,"Amna Shifia Nisafani",5,"https://forlap.ristekdikti.go.id/dosen/detail/RjY4RTE2RTgtRDUyNi00MERBLUJDQzMtM0MzQTQ4M0ZDQjg3",8,10
173,"Andre Parvian Aristio",5,"https://forlap.ristekdikti.go.id/dosen/detail/NjU2QjFGRjItNTUzOC00QzM1LUFEMTgtRjNFQTI1RURFMzZB",8,10
174,"Anisah Herdiyanti",5,"https://forlap.ristekdikti.go.id/dosen/detail/RTIyQkMwRUYtRjQzQy00RDFFLUJCM0YtNDI2RjExREU4OTlF",8,10
175,"Apol Pribadi Subriadi",2,"https://forlap.ristekdikti.go.id/dosen/detail/MjVFMzdGRkEtNUVGMC00Q0NDLUIxQUUtNjJGMzU0RjA0MzlC",8,10
176,"Anny Yuniarti",1,"https://forlap.ristekdikti.go.id/dosen/detail/M0M2NkU2NkEtMzdGQy00OTY5LUIzNTItMDY0MTlGREZGNEEy",4,10
177,"Arif Bramantoro",4,"https://forlap.ristekdikti.go.id/dosen/detail/MjI2RTI1NEItRUM5Ny00NzhDLTg0NzAtNjMxQzA1RDY1OUQ3",4,10
178,"Arif Djunaidy",3,"https://forlap.ristekdikti.go.id/dosen/detail/Q0NGOTBFRjUtQzIzQi00MDg5LTg3NjctMkRFQjFFNEEyMEIy",8,10
179,"Arif Wibisono",2,"https://forlap.ristekdikti.go.id/dosen/detail/QTQ2NzJEOUMtODc0MS00NDM1LUFGODktNEFCMzQwRUNGNUI4",8,10
180,"Aris Tjahyanto",1,"https://forlap.ristekdikti.go.id/dosen/detail/Njc1NDdFMDctNDk0OC00REZFLTk3NkQtOUE4RDJCMzJBMjdG",8,10
181,"Ary Mazharuddin Shiddiqi",1,"https://forlap.ristekdikti.go.id/dosen/detail/QjlCOTY1Q0QtM0VFOC00NUUxLTlBNEItNEFGQ0JCODBBMUM4",4,10
182,"Arya Yudhi Wijaya",2,"https://forlap.ristekdikti.go.id/dosen/detail/NDRCMzM1NEEtMDUyQS00QkMwLUIzMTQtMTNDMjg0RjM4QTY3",4,10
183,"Bambang Setiawan",2,"https://forlap.ristekdikti.go.id/dosen/detail/REVBQzZGODktOEQ5Ri00RjU0LTk3ODgtMEUxMUUwRDZDQTUw",8,10
184,"Baskoro Adi Pratomo",4,"https://forlap.ristekdikti.go.id/dosen/detail/RURCMTg4ODYtMjM0Ri00MzNBLUIwOUQtMTc2NDRBQjQ1NTFD",4,10
185,"Bekti Cahyo Hidayanto",4,"https://forlap.ristekdikti.go.id/dosen/detail/NEU0MjEwNjAtNDdBQS00M0VGLUI2NjEtODQwMzFDRjlEQzAw",8,10
186,"Bilqis Amaliah",2,"https://forlap.ristekdikti.go.id/dosen/detail/MUVGMDlBNTMtMEVFQS00MzA5LUFEMEUtMEUzNjlFQUE2RDND",4,10
187,"Chastine Fatichah",1,"https://forlap.ristekdikti.go.id/dosen/detail/OTgzMDlBQTgtMDM5Ri00RkE4LTk4MTYtMDQyNjM2ODNFMDM5",4,10
188,"Danu Pranantha",4,"https://forlap.ristekdikti.go.id/dosen/detail/RjFENjg2NjYtQjYyNy00RTdCLTkzRDItMzMwMzlFN0Q5QTU4",8,10
189,"Darlis Herumurti",2,"https://forlap.ristekdikti.go.id/dosen/detail/QjA2ODI3Q0YtNDEwNi00RTJELTlCRUItNzgyRjc4N0ExQzFC",4,10
190,"Daniel Oranova Siahaan",1,"https://forlap.ristekdikti.go.id/dosen/detail/NDlFMTBFMUUtNTUwMS00REFFLTg0MjItNzU0NTAxRENFQzdF",4,10
191,"Diana Purwitasari",1,"https://forlap.ristekdikti.go.id/dosen/detail/NUQyNjYwMUUtRjdGQy00Mzk1LTg2MjctQUFERTMzMTRENTg0",4,10
192,"Dini Adni Navastara",4,"https://forlap.ristekdikti.go.id/dosen/detail/MTY3NjkzNDItMUVENi00N0FELThBREEtMTcxRjgwMTJEQTdE",4,10
193,"Dwi Sunaryono",2,"https://forlap.ristekdikti.go.id/dosen/detail/RUEyQTgwQjMtODAxRi00QkU2LUJBMDEtQ0IwODhENzYxQzI3",4,10
194,"Edwin Riksakomara",2,"https://forlap.ristekdikti.go.id/dosen/detail/OEIyMTRBOEEtMEY1OS00OUEyLTk5MUItODc1OTEyQzZBQjAy",8,10
195,"Eko Wahyu Tyas Darmaningrat",4,"https://forlap.ristekdikti.go.id/dosen/detail/OTcyMUY0RUYtREFCOC00QzA4LTg0NjctMTcwRkE3RDQxNzkz",8,10
196,"Erma Suryani",1,"https://forlap.ristekdikti.go.id/dosen/detail/Nzc3RDU3RjMtMDVGNS00OUZBLUIxRDYtQzU1NjBENEE4N0Mw",8,10
197,"Eva Mursidah",8,"https://forlap.ristekdikti.go.id/dosen/detail/Q0QyMEQyOTUtNTI1MS00NjJBLUE4MTEtRkFBNjkwODhCNUYw",4,10
198,"Faizal Johan Atletiko",2,"https://forlap.ristekdikti.go.id/dosen/detail/QTg2RkQzOTAtOTNCRi00RDA3LThDN0EtNDYxQzA4NTNBNDdG",8,10
199,"Faizal Mahananto",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/QzFBRkZEQzAtNTg5Qi00QzdDLTlBOUEtMThDQkRGRkFERUIy",8,10
200,"Fajar Baskoro",2,"https://forlap.ristekdikti.go.id/dosen/detail/M0E4RTQzNEQtNDI4My00MDUzLTkyOUQtOUM4N0Y3RDU4OTkw",4,10
201,"Febriliyan Samopa",1,"https://forlap.ristekdikti.go.id/dosen/detail/NEJCOTg4M0QtOTMzNy00NUQ2LUE0NEUtRjJENkI5NjRDMDFC",8,10
202,"Feby Artwodini Muqtadiroh",2,"https://forlap.ristekdikti.go.id/dosen/detail/QzA1QjVDRkEtRTNBMS00NkMwLTkzOTgtM0I3MThEQUYyOEIy",8,10
203,"Fx Arunanto",2,"https://forlap.ristekdikti.go.id/dosen/detail/OEM2Mzg4MzAtNEUyQy00OUI5LUFGNEEtNzdBQ0JBOTAyRjND",4,10
204,"Handayani Tjandrasa",3,"https://forlap.ristekdikti.go.id/dosen/detail/RTlBRUM5QjMtNjJGMS00NjBELUFFMjQtQTUxMTRFNjZFNTVE",7,10
205,"Hanim Maria Astuti",2,"https://forlap.ristekdikti.go.id/dosen/detail/N0M0RjEwMUItOEU0MC00RTkwLUI0MDYtOEI2RUE4MDVBQUVG",8,10
206,"Hatma Suryotrisongko",NULL,"https://forlap.ristekdikti.go.id/dosen/detail/NDQ0NDA4RUQtN0FCQS00MkMzLTgxOUEtMDE3ODhCMThGRjQ2",8,10
207,"Henning Titi Ciptaningtyas",2,"https://forlap.ristekdikti.go.id/dosen/detail/MjY5RUU2QzMtRUJBQS00QzFDLThCNDEtOUEzNDdDMkI2RTQz",4,10
208,"Hudan Studiawan",2,"https://forlap.ristekdikti.go.id/dosen/detail/MzgwNUY3NDItQTkyOC00RTE2LUI5QkMtQzA1NDczNzA0QjYx",4,10
209,"Imam Kuswardayan",2,"https://forlap.ristekdikti.go.id/dosen/detail/OTgzRDkwRTUtNkQ1NC00Q0I0LTlGNTAtQzc1MDQzQ0JDNjcz",4,10
210,"Irmasari Hafidz",5,"https://forlap.ristekdikti.go.id/dosen/detail/ODU0MEUxOEMtRUEzMi00QkUwLUExNDMtNUJDQTJDQjg2QTU5",8,10
211,"Isye Arieshanti",2,"https://forlap.ristekdikti.go.id/dosen/detail/REE1MTAwOUMtMTRBNy00NEE3LUFEOEUtNkQ4MDNDQjZEMkFG",4,10
212,"Joko Lianto Buliali",3,"https://forlap.ristekdikti.go.id/dosen/detail/RTVFQkY3RjQtN0E1RS00QjZFLThBQzAtNEQ0RDFGOTZBNDU2",7,10
213,"Khakim Ghozali",1,"https://forlap.ristekdikti.go.id/dosen/detail/MzI1OUY3QTQtMUJBQS00MzQ2LUFEMjAtOUNCRjA5QzI4MUU1",8,10
214,"Mahendrawathi Er",1,"https://forlap.ristekdikti.go.id/dosen/detail/N0JCNjZDMjgtNDkxMS00NDFBLUJDMzQtRjM2MkUzN0M3MDky",8,10
215,"Misbakhul Munir Irfan Subakti",2,"https://forlap.ristekdikti.go.id/dosen/detail/ODNEQjVCNEEtODRBQy00RDg2LTg5M0EtMjBDQjcxQzQ1RjFD",4,10
216,"Muchammad Husni",1,"https://forlap.ristekdikti.go.id/dosen/detail/RTkyQzMxNUEtQTM2Ny00OEU3LTlBRDktQTY1Q0MxNzE4REI4",4,10
217,"Mudjahidin",2,"https://forlap.ristekdikti.go.id/dosen/detail/NjIzQTAyMjMtNzBGNC00RENDLUIyMjctNTQ3NTAwNUY1NzQ5",8,10
218,"Nanik Suciati",1,"https://forlap.ristekdikti.go.id/dosen/detail/Q0VFQTY1NTUtMzJGRC00N0Q1LTg1NTEtMDJDQUE3NkVBQ0ND",7,10
219,"Nisfu Asrul Sani",4,"https://forlap.ristekdikti.go.id/dosen/detail/NkZGQUExRjYtQkExMi00MzYwLUFDMjktQjg3MkNCMTQ4NjlD",8,10
220,"Nur Aini Rakhmawati",2,"https://forlap.ristekdikti.go.id/dosen/detail/Mjc2RTU5RkMtMzkwRi00RDA5LTk2RTAtNUUxOUY5QTcwMjg4",8,10
221,"Nurul Fajrin Ariyani",4,"https://forlap.ristekdikti.go.id/dosen/detail/NjEyODNENDktMThDRC00NTAzLUIzMkYtRDk3NUU5QTdCMEQz",4,10
222,"Raden Venantius Hari Ginardi",2,"https://forlap.ristekdikti.go.id/dosen/detail/MUI2RTczRjYtNTk4RS00MzY3LTg1NEQtNEE1RTkwNzc5M0Iy",4,10
223,"Raras Tyasnurita",5,"https://forlap.ristekdikti.go.id/dosen/detail/RTQ3MzE5MTQtQ0RDRi00QjkzLUFEQjYtM0MwNDFDQTI2QjI1",8,10
224,"Ratih Nur Esti Anggraini",4,"https://forlap.ristekdikti.go.id/dosen/detail/ODM5MTUzRTYtQzgzMS00MTM5LUFDQUEtMzI4MTNGNDVBQkFF",4,10
225,"Radityo Anggoro",2,"https://forlap.ristekdikti.go.id/dosen/detail/Qzc2NkU3OTctQ0VEQy00RDQ5LTk4MTItQTRBNzZBNDA0OTQx",4,10
226,"Radityo Prasetianto Wibowo",4,"https://forlap.ristekdikti.go.id/dosen/detail/RUFDMzQ1NzgtNzAzQy00QTNBLUI3NDctRDg4OTlCMjBGREEz",8,10
227,"Renny Pradina Kusumawardani",4,"https://forlap.ristekdikti.go.id/dosen/detail/MkZDRDk0MTItRTY4Qi00RDZCLTgxMDctMzMwRkNBNjJCQkQ3",8,10
228,"Retno Aulia Vinarti",5,"https://forlap.ristekdikti.go.id/dosen/detail/MzQ5MjY3MkItRTM5OS00M0ZGLUJGNDctNEVGMjI5RjJGMDg2",8,10
229,"Ridho Rahman Hariadi",4,"https://forlap.ristekdikti.go.id/dosen/detail/QzQ5MERBMUQtOTcyNy00RTA5LUI5NUYtREQ2REM4MTg3MEZD",4,10
230,"Rizky Januar Akbar",4,"https://forlap.ristekdikti.go.id/dosen/detail/QzQ3MjNCQjgtMTMxRi00NzNCLTkyRDgtMzYyRDFFQjgxMzlE",4,10
231,"Riyanarto Sarno",3,"https://forlap.ristekdikti.go.id/dosen/detail/M0U2RDk3MDUtMzRFNC00QzFDLTkzRUUtMDZCMjI3RDBCMjJG",7,10
232,"Royyana Muslim Ijtihadie",2,"https://forlap.ristekdikti.go.id/dosen/detail/M0Y5QkFDN0YtQzZEOC00MTJFLUIwMEYtQTYzM0RBNTM2NDNE",4,10
233,"Rully Agus Hendrawan",2,"https://forlap.ristekdikti.go.id/dosen/detail/NkQ3RjIyOTgtODE1Mi00NjRGLTlFMEQtREVEODNFMDAyNzU3",8,10
234,"Rully Sulaiman",1,"https://forlap.ristekdikti.go.id/dosen/detail/QUJFNkQ2MkUtRjU5Qi00OTlELUI5RDItNjI1MzgwRDMwMkQw",4,10
235,"Sarwosri",1,"https://forlap.ristekdikti.go.id/dosen/detail/NjcwNEQxMTktQkJCNi00RTlFLUJCOTEtN0RFMjU1NTUwQ0U3",4,10
236,"Sholiq",1,"https://forlap.ristekdikti.go.id/dosen/detail/NEY4RDE2MDctNzA2OC00MTY0LTk2OEUtRkI4NTRFMDhGMkMz",8,10
237,"Siti Rochimah",1,"https://forlap.ristekdikti.go.id/dosen/detail/ODg2NzNGM0EtNTM2OS00MUE0LUJGN0YtQkYyRTVCQTU3QTAz",4,10
238,"Suhadi Lili",2,"https://forlap.ristekdikti.go.id/dosen/detail/QkUyMDZCN0YtNzQxOC00OUY0LUI2NzMtM0EyMjQ1OEFFOTBD",4,10
239,"Supeno Djanali",3,"https://forlap.ristekdikti.go.id/dosen/detail/OEM1RkNGRUItOEVGNy00NjQ5LUJENDYtMEE4M0RDNThFNkI1",7,10
240,"Tohari Ahmad",1,"https://forlap.ristekdikti.go.id/dosen/detail/OTA4RjgxOTYtQkNFNi00QzIwLTkxODQtODZFNkI2Mzc0Nzkx",4,10
241,"Tony Dwi Susanto",2,"https://forlap.ristekdikti.go.id/dosen/detail/MjJBQzgzNTAtMDUyOC00Qzk3LUI5MDAtODRDNzQyQjYxRTY2",8,10
242,"Umi Laili Yuhana",1,"https://forlap.ristekdikti.go.id/dosen/detail/OEVFRDczMTEtNjY2OS00NkIyLUI0RUYtNDgxMTBGQjQ3MEVC",4,10
243,"Victor Hariadi",2,"https://forlap.ristekdikti.go.id/dosen/detail/OEY3RDc1RDgtOUM0MC00REIwLUI0REItOTQyOTIwNTdGRjU1",4,10
244,"Wahyu Suadi",4,"https://forlap.ristekdikti.go.id/dosen/detail/OTFCNkY3MTgtN0I2RS00MTRBLTk5QjctMDJERTZBMUI1MjAy",4,10
245,"Waskitho Wibisono",1,"https://forlap.ristekdikti.go.id/dosen/detail/MkVEMzQ2MjUtNkU4MC00MkEzLThBNTMtMjUzM0E0MzIxNzQ0",4,10
246,"Wijayanti Nurul Khotimah",4,"https://forlap.ristekdikti.go.id/dosen/detail/MTlGQUVCNjgtN0JCRS00MTg1LUFBQUEtNzFFNDhDMTREM0VE",4,10
247,"Wiwik Anggraeni",1,"https://forlap.ristekdikti.go.id/dosen/detail/NjY4QTE3RDctNEZGRi00QzUyLTgzM0EtMjE4MDBGQkE4MUNF",8,10
248,"Yudhi Purwananto",1,"https://forlap.ristekdikti.go.id/dosen/detail/OEFCRjQzNDEtMzExQi00NjE0LUFDNzAtQzU1OTMzNkREMEY3",4,10
249,"Retantyo Wardoyo",1,"https://forlap.ristekdikti.go.id/dosen/detail/OUU3QkJFQjItMzIwOS00MEQ3LUIxNkMtMDUxQ0JCNUUxMUJB",11,73
250,"Ridi Ferdiana",1,"https://forlap.ristekdikti.go.id/dosen/detail/QjAyNDU1QUEtOENCMC00NTdCLTkzQUYtMjRFNkEzODk1Q0NC",9,73
